0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.65,,,,,,,,,,,,,,,,,,653.39,,,,,,,,,,,,,,,,,,,,,,653.08,,,,,,652.96,,,,,,,,,,,,,,,,,,653.08,,,,,,652.9,,,,,,,,,,,,,,,,,,,,,,652.95,,,,,,,,,,,,652.84,,,,,,652.6,,,,,,,,,,,,,,,,,,,,,,,652.95,,,,,,,,,,,,,,,,,,,,,,,652.66,,,,,,,,,,,,,,,,,652.3,,,,,,652.26,,,,,,652.17,,,,,,,,,,,,,,,,,,,,,,,652.06,,,,,,652.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.06,,,,,653.73,,,,,,653.45,,,,,,653.1,,,,,,652.94,,,,,652.99,,,,,,,,,,,,,,,,,,652.99,,,,,,652.72,,,,,653,,,,,,652.88,,,,,,653,,,,,,652.94,,,,,652.86,,,,,,,,,,,,652.89,,,,,,,,,,,,,,,,,652.5,,,,,,652.61,,,,,,652.57,,,,,,,,,,,652.71,,,,,,652.8,,,,,,652.54,,,,,,,,,,,652.4,,,,,,652.6,,,,,,,,,,,652.2,,,,,,652.12,,,,,,652.22,,,,,,652.09,,,,,,651.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.61,,,,,654.1,,,,,,,,,,,,,,,,,,653.23,,,,,,,,,,,,,,,,,653.09,,,,,,652.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.96,,,,,,,,,,,,653,,,,,,,,,,,652.97,,,,,,652.6,,,,,,,,,,,,,,,,,,,,,,,652.81,,,,,,652.63,,,,,,,,,,,652.4,,,,,,652.51,,,,,,652.33,,,,,,652.45,,,,,,652.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.03,,,,,652.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.79,,,,,,653.53,,,,,,,,,,,653.07,,,,,,653.12,,,,,,,,,,,,,,,,,652.91,,,,,,652.78,,,,,,,,,,,652.91,,,,,,652.97,,,,,,,,,,,,652.81,,,,,,,,,,,653.01,,,,,,,,,,,,,,,,,,652.53,,,,,652.54,,,,,,652.5,,,,,,,,,,,,,,,,,652.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.21,,,,,,652.21,,,,,,652.14,,,,,652.24,,,,,,,652.02,,,,,,651.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.61,,,,,,654.25,,,,,,,,,,,,,,,,,653.3,,,,,,,,,,,,,,,,,653.05,,,,,,653.01,,,,,,,,,,,,,,,,,652.98,,,,,,,,,,,,,,,,,,653.11,,,,,,,,,,,653.19,,,,,,653.12,,,,,,653,,,,,,652.63,,,,,,,,,,,,,,,,,,,,,,,652.65,,,,,652.44,,,,,,652.54,,,,,,652.31,,,,,,652.36,,,,,652.23,,,,,,652.39,,,,,,,,,,,,,,,,,,,,,,,652.14,,,,,,652.05,,,,,,,,,,,,652.07,,,,,,652.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.87,,,,,,653.58,,,,,,,,,,,,653.11,,,,,653.18,,,,,,,,,,,,,,,,,,652.85,,,,,652.81,,,,,,653.01,,,,,,652.89,,,,,,652.97,,,,,,,,,,,652.81,,,,,,653.21,,,,,,,,,,,,,,,,,,,,,,,652.54,,,,,,652.54,,,,,652.41,,,,,,652.58,,,,,,,,,,,,,,,,,,,,,,,652.3,,,,,,,,,,,,652.31,,,,,,652.13,,,,,652.13,,,,,,652.09,,,,,,,,,,,,,,,,,,652,,,,,652.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.74,,,,,654.31,,,,,,,,,,,,,,,,,,653.4,,,,,,,,,,,,,,,,,653.05,,,,,,652.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.99,,,,,,653.1,,,,,,,,,,,,,,,,,653.19,,,,,,653.05,,,,,,652.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.45,,,,,652.48,,,,,,652.2,,,,,,,,,,,,652.14,,,,,,,,,,,,,,,,,652.1,,,,,,,,,,,652.17,,,,,,,651.99,,,,,652.01,,,,,,,,,,,,652.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.69,,,,,,,,,,,,653.96,,,,,653.63,,,,,,,,,,,,653.19,,,,,,653.3,,,,,,,,,,,,,,,,,652.82,,,,,,652.85,,,,,653.02,,,,,,652.9,,,,,,,,,,,,,,,,,,652.97,,,,,653.34,,,,,,,,,,,,,,,,,,,,,,,652.62,,,,,,652.47,,,,,,652.39,,,,,,652.45,,,,,,,,,,,,,,,,,652.19,,,,,,652.28,,,,,,,,,,,652.31,,,,,,652.08,,,,,,,,,,,,651.96,,,,,,,,,,,,,,,,,,,,,,,652.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.37,,,,,,,,,,,653.79,,,,,,653.49,,,,,,,,,,,653.36,,,,,,653.14,,,,,,653.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,,,,,653.15,,,,,,,,,,,,,,,,,,653.31,,,,,,653.17,,,,,652.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.42,,,,,,652.4,,,,,,,,,,,,,,,,,652.13,,,,,,,,,,,,,,,,,652.05,,,,,,651.99,,,,,,652.18,,,,,,651.99,,,,,,651.99,,,,,,,,,,,652.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.77,,,,,,,,,,,,654.06,,,,,,,,,,,,,,,,,,653.28,,,,,,,,,,,,,,,,,,,,,,652.86,,,,,,652.83,,,,,,653.02,,,,,,652.93,,,,,,,,,,,,,,,,,653.07,,,,,,653.42,,,,,,,,,,,,,,,,,652.72,,,,,,652.6,,,,,,652.47,,,,,652.4,,,,,,652.39,,,,,,,,,,,,,,,,,652.17,,,,,,652.22,,,,,,652.11,,,,,,652.3,,,,,,652.06,,,,,,,,,,,,,,,,,,,,,,,651.98,,,,,,,,,,,652.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.4,,,,,,654.1,,,,,,,,,,,,653.53,,,,,,,,,,,653.38,,,,,,653.19,,,,,653.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.98,,,,,,653.23,,,,,,,,,,,,,,,,,653.38,,,,,,653.27,,,,,,,,,,,,,,,,,652.46,,,,,,,,,,,,,,,,,,652.43,,,,,652.3,,,,,,,,,,,,,,,,,,,,,,,652.26,,,,,,652.1,,,,,,651.95,,,,,,651.99,,,,,652.15,,,,,,,,,,,,652.04,,,,,,,,,,,,651.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.82,,,,,,,,,,,,,,,,,653.91,,,,,,,,,,,,653.31,,,,,,,,,,,653.29,,,,,,653.17,,,,,,652.84,,,,,,652.94,,,,,653,,,,,,652.99,,,,,,,,,,,,,,,,,653.04,,,,,,653.54,,,,,,653.47,,,,,,653.42,,,,,652.71,,,,,,652.7,,,,,,,,,,,,652.45,,,,,652.41,,,,,,652.45,,,,,,652.4,,,,,,652.22,,,,,,652.16,,,,,652.19,,,,,,,,,,,,,,,,,651.94,,,,,,,,,,,,652.24,,,,,,651.94,,,,,,,,,,,,652.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.5,,,,,654.18,,,,,,653.97,,,,,,653.71,,,,,653.4,,,,,,653.48,,,,,,,,,,,,,,,,,,,,,,,652.93,,,,,,,,,,,,,,,,,652.97,,,,,,653.29,,,,,,653.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.23,,,,,,652.11,,,,,,,,,,,,652.23,,,,,,652.09,,,,,,,,,,,652.03,,,,,,,,,,,,,,,,,,652.08,,,,,,,,,,,652.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.93,,,,,,654.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.36,,,,,653.19,,,,,,652.93,,,,,,,,,,,,653.02,,,,,653,,,,,,,,,,,,,,,,,,,,,,,,653.64,,,,,653.59,,,,,,653.5,,,,,,652.85,,,,,,652.76,,,,,,,,,,,652.49,,,,,,652.38,,,,,,652.5,,,,,652.38,,,,,,,,,,,,,,,,,,652.03,,,,,,,,,,,,,,,,,651.98,,,,,,652,,,,,652.21,,,,,,,651.97,,,,,,,,,,,652.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.35,,,,,654.08,,,,,,653.74,,,,,,653.44,,,,,,653.51,,,,,,,,,,,,,,,,,,,,,,,652.88,,,,,653.11,,,,,,,,,,,,653.03,,,,,,653.35,,,,,653.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.21,,,,,,652.11,,,,,,,,,,,652.22,,,,,,652.04,,,,,,,,,,,,,,,,,,,,,,,652.02,,,,,,652.1,,,,,,,,,,,,652.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,,,,,654.7,,,,,,,,,,,,,,,,,,653.77,,,,,,,,,,,,,,,,,653.41,,,,,,653.28,,,,,,652.95,,,,,,,,,,,,,,,,,653.07,,,,,,,,,,,,,,,,,,,,,,,653.66,,,,,,653.71,,,,,653.47,,,,,,652.91,,,,,,652.87,,,,,,,,,,,,652.49,,,,,652.38,,,,,,652.54,,,,,,652.29,,,,,,,,,,,,,,,,,652,,,,,,,,,,,,,,,,,651.92,,,,,,652.11,,,,,,652.27,,,,,,,,,,,,,,,,,,652.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.48,,,,,,654.15,,,,,,,,,,,653.52,,,,,,653.55,,,,,,,,,,,,,,,,,,,,,,,652.98,,,,,,653.16,,,,,,,,,,,653.16,,,,,,653.41,,,,,,653.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.6,,,,,,652.6,,,,,,652.31,,,,,,,,,,,,,,,,,652.2,,,,,,652.09,,,,,,652.06,,,,,,652.17,,,,,652.01,,,,,,652.01,,,,,,,,,,,652.2,,,,,,,652.06,,,,,,652.09,,,,,652.25,,,,,,652.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.07,,,,,,654.77,,,,,,,,,,,,,,,,,653.82,,,,,,,,,,,,,,,,,653.49,,,,,,653.35,,,,,,652.94,,,,,,,,,,,,,,,,,653.07,,,,,,,,,,,,,,,,,,,,,,,653.76,,,,,,653.75,,,,,,653.59,,,,,653,,,,,,,652.93,,,,,,,,,,,,,,,,,,,,,,652.53,,,,,,652.33,,,,,,652.28,,,,,652.02,,,,,,,,,,,,652.12,,,,,,652.02,,,,,,,,,,,652.05,,,,,,,,,,,,,,,,,,652.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.51,,,,,654.3,,,,,,,,,,,,653.62,,,,,653.64,,,,,,,,,,,,,,,,,,,,,,,653.03,,,,,,653.21,,,,,,,,,,,,653.15,,,,,653.54,,,,,,653.38,,,,,,653.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.72,,,,,652.67,,,,,,652.4,,,,,,,,,,,,652.34,,,,,,,,,,,,,,,,,652.04,,,,,,,,,,,,,,,,,652.01,,,,,,,,,,,652.22,,,,,,,652.04,,,,,,,,,,,,652.28,,,,,652.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.18,,,,,654.88,,,,,,654.56,,,,,,,,,,,,653.91,,,,,,,,,,,,,,,,,653.6,,,,,,653.38,,,,,652.98,,,,,,,,,,,,,,,,,,653.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.75,,,,,,653.67,,,,,,653.15,,,,,,653.03,,,,,,,,,,,,,,,,,,,,,,,652.6,,,,,,,,,,,652.26,,,,,,652.06,,,,,,,,,,,,652.09,,,,,652.04,,,,,,,,,,,,652.04,,,,,,,,,,,,651.98,,,,,652.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.26,,,,,,,,,,,653.7,,,,,,653.8,,,,,653.58,,,,,,,,,,,,653.02,,,,,,653.01,,,,,,653.2,,,,,,,,,,,653.21,,,,,,653.53,,,,,,653.48,,,,,653.86,,,,,,653.9,,,,,,,,,,,,,,,,,653.16,,,,,,652.77,,,,,,652.79,,,,,,652.46,,,,,,,,,,,652.32,,,,,,,,,,,,,,,,,,652.03,,,,,,,,,,,,,,,,,652.01,,,,,652.11,,,,,,652.29,,,,,,,,,,,,,,,,,,652.34,,,,,,652.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.31,,,,,,654.97,,,,,654.63,,,,,,,,,,,,653.98,,,,,,,,,,,,,,,,,,,,,,,653.45,,,,,,,,,,,,,,,,,,,,,,,653.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.8,,,,,653.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.66,,,,,,,,,,,,652.33,,,,,652.08,,,,,,,,,,,,652.07,,,,,,652.09,,,,,652.04,,,,,,,,,,,,,,,,,,651.98,,,,,,652.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.36,,,,,,,,,,,,653.78,,,,,653.81,,,,,,653.72,,,,,,,,,,,653.12,,,,,,653.17,,,,,,653.25,,,,,,,,,,,653.32,,,,,,653.59,,,,,,653.6,,,,,,654.02,,,,,653.96,,,,,,653.84,,,,,,,,,,,,653.29,,,,,,652.79,,,,,652.89,,,,,,652.51,,,,,,652.78,,,,,,652.34,,,,,652.36,,,,,,,,,,,,652.07,,,,,,652.05,,,,,,,,,,,,,,,,,652.07,,,,,652.23,,,,,,,,,,,,,,,,,,652.28,,,,,,652.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.36,,,,,,655.06,,,,,,654.67,,,,,654.5,,,,,,,654.09,,,,,,,,,,,653.93,,,,,,,,,,,,653.52,,,,,,,,,,,,,,,,653.27,,,,,,,653.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.17,,,,,652.14,,,,,,,,,,,,652.1,,,,,,652.03,,,,,,,,,,,652.33,,,,,,652.14,,,,,,652.11,,,,,,,,,,,,652.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
